nick,country,stats_link,teams,maps_played,rounds_played,kd_difference,kd_ratio,rating,total_kills,headshot_percentage,total_deaths,grenade_damage_per_round,kills_per_round,assists_per_round,deaths_per_round,teammate_saved_per_round,saved_by_teammate_per_round,kast,impact
The eLiVe,Slovakia,https://www.hltv.org//stats/players/14388/the-elive,"['Enterprise', 'Universe']",470,12703,-181,0.98,0.97,8251,52.2,8432,4.6,0.65,0.12,0.66,0.1,0.1,69.2,0.97
KHRN,Finland,https://www.hltv.org//stats/players/971/khrn,"['SJ', 'HAVU']",935,24443,-245,0.98,0.97,15822,48.0,16067,4.7,0.65,0.14,0.66,0.1,0.1,70.4,0.93
chopper,Russia,https://www.hltv.org//stats/players/7716/chopper,"['Spirit', 'Vega Squadron']",1075,28456,-383,0.98,0.97,18598,57.4,18981,4.3,0.65,0.13,0.67,0.1,0.09,69.9,1.0
Leaf,Thailand,https://www.hltv.org//stats/players/11248/leaf,"['Lucid Dream', 'Maple', 'Signature']",398,10120,-71,0.99,0.97,6618,44.2,6689,3.5,0.65,0.13,0.66,0.09,0.08,69.9,0.97
starix,Ukraine,https://www.hltv.org//stats/players/303/starix,"['Natus Vincere', 'Spirit']",625,16451,-241,0.98,0.97,10761,47.6,11002,3.8,0.65,0.14,0.67,0.09,0.09,68.1,0.95
reltuC,United States,https://www.hltv.org//stats/players/8137/reltuc,['CLG'],865,22664,-74,1.0,0.97,14788,40.5,14862,3.7,0.65,0.15,0.66,0.09,0.1,70.2,0.92
Surreal,United Kingdom,https://www.hltv.org//stats/players/9019/surreal,"['Endpoint', 'Epsilon', 'Complexity']",1507,39489,-721,0.97,0.97,25891,43.6,26612,3.3,0.66,0.13,0.67,0.1,0.09,69.7,1.02
Hyper,Poland,https://www.hltv.org//stats/players/7368/hyper,"['AGG', 'Vexed', 'Kinguin', 'Izako Boars']",646,16949,-167,0.99,0.96,11144,41.8,11311,2.8,0.66,0.12,0.67,0.08,0.08,68.8,0.89
phr,Poland,https://www.hltv.org//stats/players/11891/phr,"['Illuminar', 'AGO', 'Virtus.pro']",1282,34336,-413,0.98,0.96,22492,53.4,22901,5.8,0.65,0.13,0.67,0.09,0.09,70.1,0.95
LUCAS1,Brazil,https://www.hltv.org//stats/players/8566/lucas1,"['Immortals', 'Luminosity', 'MIBR', 'Tempo Storm']",943,24480,-481,0.97,0.96,16073,47.0,16554,3.9,0.66,0.16,0.68,0.1,0.09,70.3,1.03
Maniac,Switzerland,https://www.hltv.org//stats/players/823/maniac,"['LDLC', 'Titan']",837,22049,-388,0.97,0.96,14478,39.4,14866,2.1,0.66,0.14,0.67,0.08,0.08,68.6,0.97
nafany,Russia,https://www.hltv.org//stats/players/16921/nafany,"['Gambit Youngsters', 'Gambit']",848,22505,-655,0.96,0.96,14964,51.1,15619,4.8,0.66,0.14,0.69,0.1,0.08,69.0,1.09
SmithZz,France,https://www.hltv.org//stats/players/7170/smithzz,"['G2', 'Titan', 'VeryGames', 'Envy', 'LDLC']",1161,30130,-543,0.97,0.96,19726,41.4,20269,2.3,0.65,0.14,0.67,0.1,0.08,66.3,0.91
0i,China,https://www.hltv.org//stats/players/11358/0i,"['New4', 'FIVE', 'Invictus', 'After']",475,12428,-340,0.96,0.96,8436,55.9,8776,3.3,0.68,0.13,0.71,0.1,0.1,69.2,0.99
kaper,Poland,https://www.hltv.org//stats/players/14221/kaper,"['AGO', 'Kinguin', 'Wisla Krakow', 'adwokacik']",536,14240,-168,0.98,0.96,9154,44.2,9322,3.8,0.64,0.14,0.65,0.1,0.1,71.6,0.94
Aleksib,Finland,https://www.hltv.org//stats/players/9816/aleksib,"['OG', 'ENCE', 'HAVU']",996,26395,-289,0.98,0.96,16976,39.2,17265,8.5,0.64,0.17,0.65,0.11,0.1,71.2,1.03
SEMINTE,Romania,https://www.hltv.org//stats/players/8453/seminte,"['Nexus', 'XPC']",663,17364,-441,0.96,0.96,11430,49.2,11871,3.0,0.66,0.12,0.68,0.09,0.09,67.9,0.97
SADDYX,Finland,https://www.hltv.org//stats/players/15563/saddyx,['SJ'],647,17350,-363,0.97,0.96,11404,47.6,11767,6.0,0.66,0.14,0.68,0.1,0.1,69.7,0.99
maeVe,Denmark,https://www.hltv.org//stats/players/8150/maeve,"['Tricked', 'Escape', 'Reason']",487,12606,-131,0.98,0.96,8154,40.5,8285,3.5,0.65,0.14,0.66,0.08,0.07,69.0,0.96
stanislaw,Canada,https://www.hltv.org//stats/players/8507/stanislaw,"['Evil Geniuses', 'OpTic', 'Complexity', 'Liquid']",1306,33769,-461,0.98,0.96,21727,47.5,22188,6.0,0.64,0.14,0.66,0.1,0.09,70.3,0.97
Kairi,Spain,https://www.hltv.org//stats/players/329/kairi,"['x6tence', 'PENTA']",404,10297,-204,0.97,0.96,6763,37.7,6967,6.0,0.66,0.15,0.68,0.1,0.09,70.2,1.02
Tommy,Singapore,https://www.hltv.org//stats/players/11460/tommy,['BOOT-d[S]'],387,9900,-323,0.95,0.96,6700,46.0,7023,2.9,0.68,0.15,0.71,0.12,0.1,70.2,1.07
HOLMES,Serbia,https://www.hltv.org//stats/players/3730/holmes,"['Squared', 'BLUEJAYS']",430,11258,-314,0.96,0.96,7579,44.9,7893,4.4,0.67,0.15,0.7,0.1,0.1,69.2,1.02
ProbLeM,Russia,https://www.hltv.org//stats/players/16870/problem,"['HellRaisers', 'bankaPEPSI']",540,14671,-283,0.97,0.96,9637,48.9,9920,4.7,0.66,0.13,0.68,0.1,0.1,70.2,0.98
w1nt3r,Kazakhstan,https://www.hltv.org//stats/players/14359/w1nt3r,"['Unique', '100PG', 'Se7en', 'BOOT-d[S]']",552,14753,-167,0.98,0.96,9468,49.5,9635,3.9,0.64,0.12,0.65,0.09,0.1,69.3,0.88
bodito,Hungary,https://www.hltv.org//stats/players/8733/bodito,"['Budapest Five', 'Salamander', 'Pixel', 'Sensei']",427,11471,-404,0.95,0.96,7726,46.6,8130,3.4,0.67,0.14,0.71,0.11,0.1,68.4,1.02
xms,France,https://www.hltv.org//stats/players/9545/xms,"['Envy', 'Heretics', 'LDLC']",712,18783,-624,0.95,0.96,12206,59.0,12830,2.9,0.65,0.12,0.68,0.11,0.1,69.6,0.99
tiziaN,Germany,https://www.hltv.org//stats/players/5796/tizian,"['BIG', 'ALTERNATE aTTaX']",1723,45550,-760,0.97,0.96,29167,56.1,29927,4.7,0.64,0.13,0.66,0.09,0.09,69.9,0.96
Uber,Canada,https://www.hltv.org//stats/players/9053/uber,"['Enemy', 'Complexity', 'Selfless']",398,10027,-299,0.96,0.96,6674,50.2,6973,3.9,0.67,0.14,0.7,0.12,0.11,68.4,0.98
JazzPimp,United States,https://www.hltv.org//stats/players/11039/jazzpimp,"['Gaimin Gladiators', 'Recon 5', 'ChocoCheck']",393,10252,-315,0.96,0.96,6989,54.3,7304,3.5,0.68,0.14,0.71,0.1,0.11,68.6,1.0
nbl,Argentina,https://www.hltv.org//stats/players/10508/nbl,['Isurus'],583,15054,-470,0.96,0.96,10007,51.4,10477,3.6,0.66,0.14,0.7,0.11,0.1,69.7,0.99
Walco,Canada,https://www.hltv.org//stats/players/17929/walco,"['Carpe Diem', 'RBG']",464,12327,-448,0.95,0.96,8164,57.6,8612,7.6,0.66,0.13,0.7,0.1,0.09,67.6,1.08
Snappi,Denmark,https://www.hltv.org//stats/players/922/snappi,"['ENCE', 'Heroic', 'OpTic']",1543,40703,-815,0.97,0.96,26614,45.6,27429,4.5,0.65,0.13,0.67,0.09,0.08,69.5,0.97
glow,Korea,https://www.hltv.org//stats/players/205/glow,['MVP PK'],395,10045,-99,0.98,0.96,6438,51.9,6537,3.2,0.64,0.12,0.65,0.11,0.11,71.4,0.9
Kvik,Lithuania,https://www.hltv.org//stats/players/8459/kvik,"['Quantum Bellator Fire', 'Winstrike']",780,20389,-667,0.95,0.96,13682,42.7,14349,3.8,0.67,0.14,0.7,0.1,0.1,67.7,1.0
Kristou,Denmark,https://www.hltv.org//stats/players/10961/kristou,"['AGF', 'North']",390,10304,-326,0.95,0.96,6701,43.7,7027,3.4,0.65,0.09,0.68,0.09,0.08,66.5,1.06
expro,China,https://www.hltv.org//stats/players/12490/expro,"['Lynn Vision', 'Invictus', 'EHOME']",418,11095,-287,0.96,0.96,7454,44.7,7741,4.2,0.67,0.13,0.7,0.1,0.09,68.7,1.03
misutaaa,France,https://www.hltv.org//stats/players/14176/misutaaa,['Vitality'],408,10800,-332,0.95,0.96,6868,54.5,7200,2.8,0.64,0.11,0.67,0.12,0.11,70.6,0.95
MAJ3R,Turkey,https://www.hltv.org//stats/players/150/maj3r,"['Space Soldiers', 'Sangal']",1050,27515,-524,0.97,0.96,17858,48.8,18382,4.9,0.65,0.14,0.67,0.08,0.08,69.3,0.99
LOGAN,France,https://www.hltv.org//stats/players/13042/logan,"['LDLC', 'Heretics']",590,15692,-300,0.97,0.96,10091,55.2,10391,2.6,0.64,0.12,0.66,0.1,0.1,70.2,0.95
RZU,United States,https://www.hltv.org//stats/players/13179/rzu,"['Triumph', 'Bad News Bears', 'Rugratz']",440,11535,-468,0.94,0.96,7820,53.7,8288,3.7,0.68,0.13,0.72,0.11,0.1,68.0,1.04
nosraC,United States,https://www.hltv.org//stats/players/17918/nosrac,"['Gaimin Gladiators', 'Rebirth', 'ChocoCheck', 'Recon 5']",440,11570,-415,0.95,0.96,7686,50.3,8101,5.9,0.66,0.14,0.7,0.09,0.08,68.5,1.06
smF,Denmark,https://www.hltv.org//stats/players/7414/smf,"['CPH Wolves', 'Secret', 'LPSP']",817,21404,-376,0.97,0.96,13649,56.2,14025,4.6,0.64,0.13,0.66,0.11,0.11,70.4,0.9
YJ,Brazil,https://www.hltv.org//stats/players/11746/yj,['W7M'],514,13425,-71,0.99,0.96,8424,41.6,8495,4.1,0.63,0.13,0.63,0.07,0.08,70.2,0.89
kinqie,Russia,https://www.hltv.org//stats/players/3459/kinqie,"['DreamEaters', 'Hard Legion']",631,16775,-597,0.95,0.96,11130,57.1,11727,4.6,0.66,0.13,0.7,0.11,0.09,68.7,1.03
NEO,Poland,https://www.hltv.org//stats/players/165/neo,"['HONORIS', 'Virtus.pro']",2024,52835,-1506,0.96,0.96,34327,37.8,35851,5.8,0.65,0.16,0.68,0.09,0.08,66.7,0.92
tahsiN,Germany,https://www.hltv.org//stats/players/2148/tahsin,"['Berzerk', 'PENTA', 'KILLERFISH']",591,15363,-630,0.94,0.96,10261,44.7,10891,4.9,0.67,0.14,0.71,0.09,0.08,67.7,0.99
ponczek,Poland,https://www.hltv.org//stats/players/11286/ponczek,['Wisla Krakow'],497,13376,-240,0.97,0.95,8543,44.5,8783,4.0,0.64,0.13,0.66,0.09,0.08,70.7,0.9
denis,Germany,https://www.hltv.org//stats/players/7511/denis,"['Sprout', 'MOUZ']",1830,48692,-1848,0.95,0.95,32721,44.3,34569,3.6,0.67,0.14,0.71,0.11,0.09,68.2,1.08
maNkz,Denmark,https://www.hltv.org//stats/players/15349/mankz,"['ECSTATIC', 'Lyngby Vikings', 'Copenhagen Flames', 'x6tence']",649,17421,-495,0.96,0.95,11163,52.3,11658,5.0,0.64,0.13,0.67,0.12,0.11,70.7,0.99
alexRr,Germany,https://www.hltv.org//stats/players/7508/alexrr,"['expert', 'Planetkey', 'DIVIZON']",433,11346,-554,0.93,0.95,7438,39.8,7992,3.8,0.66,0.12,0.7,0.09,0.07,65.7,1.09
dezon,Sweden,https://www.hltv.org//stats/players/15639/dezon,"['Savage', 'Galaxy Racer', 'Japaleno']",547,14700,-248,0.97,0.95,9192,52.4,9440,4.8,0.63,0.13,0.64,0.1,0.1,71.0,0.92
dumz,Sweden,https://www.hltv.org//stats/players/7958/dumz,"['DenDD', 'Singularity', 'Manatee']",455,12074,-320,0.96,0.95,7889,48.4,8209,3.1,0.65,0.12,0.68,0.1,0.09,69.9,1.02
JT,South Africa,https://www.hltv.org//stats/players/11630/jt,"['Extra Salt', 'Bravado', 'ATK', 'Cloud9']",1039,26962,-812,0.96,0.95,17282,48.4,18094,4.7,0.64,0.14,0.67,0.12,0.11,70.7,1.0
friberg,Sweden,https://www.hltv.org//stats/players/7148/friberg,"['Dignitas', 'NIP', 'Heroic']",1957,50987,-1696,0.95,0.95,33114,47.3,34810,5.1,0.65,0.16,0.68,0.11,0.09,68.3,0.92
caike,Brazil,https://www.hltv.org//stats/players/10563/caike,"['g3x', 'Yeah', 'Isurus', 'TeamOne']",501,13104,-374,0.96,0.95,8518,42.6,8892,4.0,0.65,0.14,0.68,0.1,0.09,70.3,1.0
H4RR3,Norway,https://www.hltv.org//stats/players/14311/h4rr3,"['777', 'Nordavind']",640,17259,-709,0.94,0.95,11382,50.6,12091,4.7,0.66,0.14,0.7,0.12,0.1,70.2,1.06
TaZ,Poland,https://www.hltv.org//stats/players/161/taz,"['HONORIS', 'Virtus.pro', 'Kinguin']",2155,56573,-1486,0.96,0.95,36859,51.3,38351,2.3,0.65,0.13,0.68,0.11,0.09,68.7,0.88
steel,Brazil,https://www.hltv.org//stats/players/7382/steel,"['Movistar Riders', 'Luminosity', 'Immortals']",1446,37798,-866,0.97,0.95,24382,40.8,25248,3.7,0.65,0.13,0.67,0.1,0.09,70.0,0.96
devoduvek,France,https://www.hltv.org//stats/players/10569/devoduvek,"['LDLC', 'Misfits', 'Heretics']",643,17057,-588,0.95,0.95,11149,49.6,11737,3.5,0.65,0.15,0.69,0.1,0.09,69.6,1.0
dERZKIY,Belarus,https://www.hltv.org//stats/players/7942/derzkiy,"['K29', 'ANOX']",408,10641,-388,0.95,0.95,7059,53.8,7447,2.3,0.66,0.13,0.7,0.1,0.11,68.1,0.93
Console,Denmark,https://www.hltv.org//stats/players/10404/console,"['Tricked', 'ALTERNATE aTTaX', 'Copenhagen Flames', 'Singularity']",708,18612,-582,0.95,0.95,11948,39.5,12530,3.2,0.64,0.15,0.67,0.11,0.09,70.1,0.98
CONNOR93,Canada,https://www.hltv.org//stats/players/9660/connor93,"['Ghost', ""Bee's Money Crew"", 'BlackOut', 'The Pioneers']",449,11544,-457,0.94,0.95,7738,51.7,8195,2.7,0.67,0.12,0.71,0.11,0.1,69.0,1.02
soju_j,New Zealand,https://www.hltv.org//stats/players/12590/soju-j,"['Legacy', 'AVANT', 'Chiefs', 'Dire Wolves']",554,14231,-410,0.96,0.95,9148,41.2,9558,4.2,0.64,0.14,0.67,0.11,0.1,69.7,0.96
darko,Poland,https://www.hltv.org//stats/players/11287/darko,['PACT'],797,21612,-790,0.95,0.95,14187,44.9,14977,6.6,0.66,0.14,0.69,0.1,0.09,68.9,1.03
PR1mE,Denmark,https://www.hltv.org//stats/players/19038/pr1me,['Tricked'],393,10613,-397,0.95,0.95,6980,54.9,7377,4.2,0.66,0.11,0.7,0.09,0.1,66.6,0.99
KrizzeN,Kazakhstan,https://www.hltv.org//stats/players/12161/krizzen,"['AVANGAR', 'Winstrike']",763,20020,-368,0.97,0.95,12720,54.9,13088,3.9,0.64,0.14,0.65,0.1,0.09,70.8,0.93
beastik,Czech Republic,https://www.hltv.org//stats/players/11199/beastik,['SINNERS'],661,17753,-629,0.95,0.95,11329,55.3,11958,4.7,0.64,0.13,0.67,0.11,0.08,69.9,0.98
Grusarn,Norway,https://www.hltv.org//stats/players/16462/grusarn,"['777', 'Apeks']",543,14836,-779,0.93,0.95,9794,63.9,10573,5.3,0.66,0.12,0.71,0.1,0.09,68.0,1.05
RAiLWAY,Russia,https://www.hltv.org//stats/players/14161/railway,"['INDE IRAE', 'Espada']",438,11779,-643,0.93,0.95,8041,54.5,8684,4.8,0.68,0.13,0.74,0.09,0.09,66.5,1.07
AcilioN,Denmark,https://www.hltv.org//stats/players/8151/acilion,"['Apeks', 'Copenhagen Flames', 'SK']",1726,45521,-1464,0.95,0.95,29475,43.9,30939,4.3,0.65,0.15,0.68,0.11,0.09,70.0,0.98
flashie,Hungary,https://www.hltv.org//stats/players/5440/flashie,"['GameAgents', 'Orgless']",585,15493,-522,0.95,0.95,10033,41.9,10555,3.8,0.65,0.14,0.68,0.1,0.09,69.7,0.91
strux1,Germany,https://www.hltv.org//stats/players/7214/strux1,"['PENTA', '3DMAX', 'Planetkey']",403,10276,-246,0.96,0.95,6648,36.3,6894,1.8,0.65,0.14,0.67,0.09,0.09,65.2,0.82
ecfN,Germany,https://www.hltv.org//stats/players/10367/ecfn,['ALTERNATE aTTaX'],426,11214,-471,0.94,0.95,7387,53.8,7858,3.1,0.66,0.14,0.7,0.12,0.11,68.9,1.01
oxygeN,Bulgaria,https://www.hltv.org//stats/players/18697/oxygen,['SKADE'],507,13623,-446,0.95,0.95,8532,59.3,8978,4.2,0.63,0.11,0.66,0.1,0.08,69.9,0.96
Karsa,China,https://www.hltv.org//stats/players/8599/karsa,"['Flash', 'OneThree', 'EHOME']",457,11674,-290,0.96,0.95,7360,48.7,7650,3.7,0.63,0.14,0.66,0.1,0.09,70.1,0.88
arvid,Finland,https://www.hltv.org//stats/players/9325/arvid,['SJ'],892,23926,-1030,0.94,0.95,15577,44.8,16607,4.4,0.65,0.14,0.69,0.1,0.1,68.7,1.01
Inzta,Denmark,https://www.hltv.org//stats/players/7463/inzta,"['Tricked', 'Singularity']",754,19798,-849,0.94,0.94,12779,43.9,13628,2.6,0.65,0.14,0.69,0.1,0.09,68.3,0.96
Rock1nG,Bulgaria,https://www.hltv.org//stats/players/10762/rock1ng,"['SKADE', 'Outlaws', 'Bpro']",883,23271,-1025,0.94,0.94,15257,55.3,16282,5.0,0.66,0.14,0.7,0.1,0.09,69.0,1.01
uNdo,Belarus,https://www.hltv.org//stats/players/7943/undo,"['Unique', 'Quantum Bellator Fire', 'Space Jam']",432,11267,-371,0.95,0.94,7217,54.3,7588,2.8,0.64,0.12,0.67,0.08,0.09,68.5,0.89
vSa,Canada,https://www.hltv.org//stats/players/9845/vsa,"['Rise Nation', 'Vision', 'Ghost']",385,10066,-322,0.95,0.94,6351,42.5,6673,2.8,0.63,0.15,0.66,0.12,0.11,71.3,0.83
Fifflaren,Sweden,https://www.hltv.org//stats/players/7147/fifflaren,['NIP'],538,13220,-40,0.99,0.94,7894,37.5,7934,6.2,0.6,0.15,0.6,0.04,0.16,72.0,1.13
boX,Belarus,https://www.hltv.org//stats/players/13976/box,"['Nemiga', 'GoodJob']",1246,33181,-1301,0.94,0.94,21451,43.7,22752,5.9,0.65,0.16,0.69,0.1,0.08,69.1,1.11
kzy,Germany,https://www.hltv.org//stats/players/3517/kzy,"['EURONICS', 'ALTERNATE aTTaX', 'Unicorns of Love']",986,25705,-845,0.95,0.94,16400,47.6,17245,4.8,0.64,0.14,0.67,0.09,0.09,69.0,0.95
TOAO,Poland,https://www.hltv.org//stats/players/11278/toao,"['AGO', 'Izako Boars']",1103,29449,-1056,0.95,0.94,18679,48.0,19735,4.7,0.63,0.12,0.67,0.09,0.08,68.3,0.96
SileNt,United States,https://www.hltv.org//stats/players/8752/silent,"['Swole Patrol', 'Method', 'NRG']",624,16235,-788,0.93,0.94,10751,36.1,11539,2.6,0.66,0.12,0.71,0.1,0.09,66.9,1.0
Twixie,Finland,https://www.hltv.org//stats/players/15180/twixie,"['KOVA', 'HAVU']",745,20248,-747,0.95,0.94,12849,48.1,13596,5.2,0.63,0.13,0.67,0.1,0.09,69.8,0.96
tonyblack,Russia,https://www.hltv.org//stats/players/1950/tonyblack,['Spirit'],826,21699,-725,0.95,0.94,13828,48.6,14553,3.8,0.64,0.13,0.67,0.08,0.08,68.4,0.91
BRACE,Australia,https://www.hltv.org//stats/players/12588/brace,['VERTEX'],393,10219,-437,0.94,0.94,6566,47.9,7003,5.6,0.64,0.13,0.69,0.11,0.09,68.1,0.98
rafftu,Bulgaria,https://www.hltv.org//stats/players/16412/rafftu,"['SKADE', 'Bpro', 'FATE']",491,13172,-517,0.94,0.94,8502,51.9,9019,3.3,0.65,0.13,0.68,0.12,0.11,70.2,0.95
arch,Ukraine,https://www.hltv.org//stats/players/8410/arch,"['Preparation', 'Spirit', 'Worst Players']",593,15530,-658,0.94,0.94,10295,49.0,10953,2.2,0.66,0.13,0.71,0.1,0.1,68.9,0.92
Sidney,Poland,https://www.hltv.org//stats/players/15697/sidney,"['UNGENTIUM', 'AGO', 'PACT', 'Illuminar']",443,11990,-395,0.95,0.94,7423,50.1,7818,7.0,0.62,0.14,0.65,0.1,0.09,69.8,0.92
interz,Russia,https://www.hltv.org//stats/players/15071/interz,"['Gambit Youngsters', 'Gambit']",830,22053,-168,0.99,0.94,12718,50.1,12886,5.1,0.58,0.12,0.58,0.1,0.1,73.3,0.8
EXUS,Poland,https://www.hltv.org//stats/players/8549/exus,"['PRIDE', 'Izako Boars']",882,23538,-1079,0.93,0.94,15251,42.7,16330,3.6,0.65,0.13,0.69,0.09,0.09,67.1,1.01
RIZZZ,Portugal,https://www.hltv.org//stats/players/2260/rizzz,"['OFFSET', 'Giants']",422,11051,-552,0.93,0.94,7027,52.0,7579,3.8,0.64,0.13,0.69,0.12,0.11,70.3,0.94
LOMME,Denmark,https://www.hltv.org//stats/players/1889/lomme,"['North Academy', 'Tricked', 'No Problem!']",623,16172,-532,0.95,0.94,10221,42.5,10753,4.5,0.63,0.15,0.66,0.1,0.09,70.6,0.92
Polly,Norway,https://www.hltv.org//stats/players/3631/polly,"['LGB', 'London Conspiracy', 'Apeks']",451,11723,-545,0.93,0.94,7542,41.2,8087,3.0,0.64,0.12,0.69,0.09,0.07,66.3,0.89
Ex6TenZ,Belgium,https://www.hltv.org//stats/players/7166/ex6tenz,"['Titan', 'LDLC', 'VeryGames', 'G2']",1393,36352,-1064,0.96,0.94,22665,41.5,23729,4.0,0.62,0.15,0.65,0.09,0.08,69.3,1.01
ub1que,Russia,https://www.hltv.org//stats/players/7405/ub1que,"['EPG', 'PiTER', 'Preparation']",491,12691,-496,0.94,0.94,8319,41.8,8815,3.1,0.66,0.13,0.69,0.09,0.09,68.7,0.94
Noisia,Australia,https://www.hltv.org//stats/players/11492/noisia,"['AVANT', 'Breakaway', 'Dark Sided']",579,15033,-616,0.94,0.94,9682,43.7,10298,4.8,0.64,0.14,0.69,0.09,0.08,69.1,0.93
tutehen,Argentina,https://www.hltv.org//stats/players/10506/tutehen,"['VELOX', 'Isurus', 'Gale Force', 'Miami Flamingos']",447,11563,-394,0.95,0.94,7331,46.1,7725,4.4,0.63,0.14,0.67,0.11,0.11,69.9,0.91
ngiN,Turkey,https://www.hltv.org//stats/players/9857/ngin,"['Space Soldiers', 'Sangal']",1025,26895,-748,0.96,0.94,16499,45.3,17247,4.1,0.61,0.13,0.64,0.09,0.09,69.7,0.88
forget,China,https://www.hltv.org//stats/players/2292/forget,"['5POWER', 'UYA']",442,11512,-734,0.91,0.94,7723,50.3,8457,4.3,0.67,0.14,0.73,0.1,0.08,67.0,1.06
Shakezullah,United States,https://www.hltv.org//stats/players/14203/shakezullah,"['Bad News Bears', 'Triumph', 'Singularity', 'iNTACT']",797,20767,-500,0.96,0.94,12694,42.7,13194,5.0,0.61,0.13,0.64,0.1,0.08,70.9,0.89
repo,Poland,https://www.hltv.org//stats/players/8320/repo,"['PRIDE', 'ESC', 'AGG', 'Vexed']",505,13254,-657,0.93,0.94,8647,46.6,9304,3.8,0.65,0.13,0.7,0.1,0.09,67.5,0.93
neaLaN,Kazakhstan,https://www.hltv.org//stats/players/11940/nealan,"['K23', 'Syman']",1043,27804,-1301,0.93,0.93,18064,55.9,19365,4.8,0.65,0.14,0.7,0.09,0.09,67.8,1.0
DANZ,Australia,https://www.hltv.org//stats/players/9104/danz,"['Kanga', 'Corvidae', 'AVANT']",391,10173,-620,0.92,0.93,6730,42.6,7350,2.3,0.66,0.13,0.72,0.09,0.1,65.8,0.94
emi,Serbia,https://www.hltv.org//stats/players/2476/emi,"['Valiance', 'Binary Dragons', 'iNation']",1067,27762,-1223,0.94,0.93,17763,52.2,18986,5.6,0.64,0.15,0.68,0.12,0.1,71.0,0.98
Duplicate,Bulgaria,https://www.hltv.org//stats/players/16410/duplicate,"['SKADE', 'FATE']",804,21453,-1029,0.93,0.93,13549,51.5,14578,6.4,0.63,0.14,0.68,0.11,0.1,70.1,0.95
hutji,Russia,https://www.hltv.org//stats/players/8790/hutji,['Vega Squadron'],453,12010,-664,0.92,0.93,7719,48.4,8383,4.0,0.64,0.14,0.7,0.1,0.1,67.6,0.96
crisby,Germany,https://www.hltv.org//stats/players/1064/crisby,"['ALTERNATE aTTaX', 'EURONICS', 'Unicorns of Love']",1209,31542,-1813,0.92,0.93,20610,54.4,22423,3.4,0.65,0.13,0.71,0.11,0.1,67.7,0.98
matty,Poland,https://www.hltv.org//stats/players/8231/matty,"['EC Brugge', 'Izako Boars']",536,14203,-696,0.93,0.93,9201,40.6,9897,6.0,0.65,0.17,0.7,0.1,0.11,68.7,1.01
mynio,Poland,https://www.hltv.org//stats/players/4829/mynio,"['Wisla Krakow', 'Anonymo']",764,20489,-1233,0.91,0.93,13302,44.5,14532,6.9,0.65,0.16,0.71,0.09,0.08,67.2,1.04
SkulL,Australia,https://www.hltv.org//stats/players/14290/skull,"['Genuine', 'Taboo', 'Masterminds', 'Chiefs']",596,15590,-1057,0.91,0.93,10266,42.5,11323,5.5,0.66,0.15,0.73,0.11,0.1,67.2,1.08
quix,Sweden,https://www.hltv.org//stats/players/3329/quix,"['Lilmix', 'Vexed', 'Publiclir.se']",929,24614,-1786,0.9,0.93,16451,47.2,18234,5.5,0.67,0.14,0.74,0.09,0.08,66.1,1.03
ztr,Sweden,https://www.hltv.org//stats/players/16486/ztr,"['Young Ninjas', 'NIP']",381,10224,-571,0.92,0.93,6534,51.1,7105,4.6,0.64,0.12,0.69,0.1,0.1,66.9,0.95
kiR,Denmark,https://www.hltv.org//stats/players/10938/kir,['Tricked'],555,14958,-957,0.91,0.93,9650,61.5,10607,4.4,0.65,0.11,0.71,0.09,0.1,66.7,0.99
TACO,Brazil,https://www.hltv.org//stats/players/9217/taco,"['GODSENT', 'SK', 'MIBR', 'Liquid', 'Luminosity']",1377,35777,-1327,0.94,0.93,21773,50.2,23100,4.3,0.61,0.12,0.65,0.08,0.07,69.5,0.9
aVN,Serbia,https://www.hltv.org//stats/players/5351/avn,"['4glory', 'lvlUP', 'BLUEJAYS', 'Juggernauts']",550,14647,-696,0.93,0.92,9305,52.9,10001,2.6,0.64,0.12,0.68,0.11,0.11,69.3,0.9
S0tF1k,Russia,https://www.hltv.org//stats/players/9081/s0tf1k,"['Spirit', 'Espada']",1289,33952,-1903,0.92,0.92,21364,49.2,23267,5.4,0.63,0.14,0.69,0.1,0.09,68.6,0.96
hitMouse,Belarus,https://www.hltv.org//stats/players/1200/hitmouse,"['Nemiga', 'K29']",538,14028,-625,0.93,0.92,8785,49.0,9410,4.5,0.63,0.13,0.67,0.09,0.09,68.9,0.91
arki,Spain,https://www.hltv.org//stats/players/356/arki,['SAW'],860,22588,-1190,0.92,0.92,14064,52.5,15254,5.5,0.62,0.15,0.68,0.1,0.08,69.2,0.94
Xp3,France,https://www.hltv.org//stats/players/1331/xp3,"['Winterfox', 'Denial', 'ELEVATE']",502,13113,-792,0.91,0.92,8326,39.7,9118,3.4,0.63,0.13,0.7,0.09,0.08,67.3,0.97
sorrow,Kazakhstan,https://www.hltv.org//stats/players/19967/sorrow,"['Unique', '100PG']",382,10245,-659,0.91,0.92,6548,55.3,7207,3.6,0.64,0.11,0.7,0.1,0.08,66.6,0.94
pNshr,Bulgaria,https://www.hltv.org//stats/players/1278/pnshr,"['Windigo', 'ex-Outlaws']",595,15532,-809,0.92,0.92,9802,43.2,10611,3.1,0.63,0.15,0.68,0.1,0.09,69.8,0.91
